node_id,node_name,features
529,Node_529,"[0.9619718697740708, 0.29585116521204413, 0.1645628766198204, 0.5030684634788309, 0.4946682822273434, 0.17494651375798786, 0.7332195695814102, 0.36177753443873406]"
530,Node_530,"[0.18636523093051727, 0.3319833945432884, 0.5636586996350151, 0.7264709321804432, 0.48189088605748454, 0.5255949898283735, 0.1389459359427484, 0.9146909247082321]"
531,Node_531,"[0.9287241979920444, 0.6834265904180037, 0.017631408934024706, 0.537074215903326, 0.6292189720886135, 0.99465422295811, 0.9960669551947968, 0.8576112353255574]"
532,Node_532,"[0.06383099202611353, 0.9532763907787299, 0.6126612471519991, 0.8008867704791794, 0.40719284968585356, 0.3196694712345898, 0.463244145483808, 0.14687451296882692]"
533,Node_533,"[0.35706613875330606, 0.8576174997682786, 0.03795048626088149, 0.15087804682460448, 0.12511615964948553, 0.40307554270022805, 0.9969869008908617, 0.17335793021138268]"
534,Node_534,"[0.14548264959926016, 0.9150557297761545, 0.8820505169659657, 0.03224036999655444, 0.751705960179315, 0.6554657014764296, 0.767740809852709, 0.49450245479592214]"
535,Node_535,"[0.9913792184482956, 0.04384701871096319, 0.23437158640380573, 0.3965459869736151, 0.44977794156570317, 0.9213674026995187, 0.5600043640772588, 0.04511099552039388]"
536,Node_536,"[0.40786296342566186, 0.4164904123690699, 0.9654909384377848, 0.5991970910211082, 0.6356510711589388, 0.7132530312512708, 0.7700393156821232, 0.6350510702024892]"
537,Node_537,"[0.2371943511339355, 0.8740459143411642, 0.7321198004106302, 0.7418704850969559, 0.9965567392347492, 0.8025265348633159, 0.8291514031551532, 0.9514055157101584]"
538,Node_538,"[0.15113399984889386, 0.49772737647806786, 0.5805670235907876, 0.3292757292224576, 0.8394033438945055, 0.7624196216457234, 0.720883074508124, 0.9971494397581668]"
539,Node_539,"[0.2593813734083905, 0.7354572516754213, 0.5514044749059006, 0.3129891824938761, 0.16058687072312583, 0.8958838370675472, 0.5954554827078453, 0.8249338376407946]"
540,Node_540,"[0.5453449840015449, 0.21997708065401955, 0.33754881310032525, 0.3815388424735465, 0.9729348125037023, 0.0056332783813825005, 0.985666023024507, 0.9804616351098306]"
541,Node_541,"[0.9961507905301366, 0.4765881789196347, 0.9638089696209996, 0.39559918184982734, 0.02629444066838671, 0.22434718637176454, 0.9452962449373846, 0.01376469333539998]"
542,Node_542,"[0.545994135422975, 0.07560158889467905, 0.2863965784275785, 0.08809285071188666, 0.8595286211130564, 0.5910707096477058, 0.9021064657183129, 0.6883531995402283]"
543,Node_543,"[0.9710291312450997, 0.5098776547604066, 0.6387105817628745, 0.5763088198890566, 0.48426042944661274, 0.8459593654230126, 0.6445251356703602, 0.8013122648554728]"
544,Node_544,"[0.7863639366024132, 0.1910451606552953, 0.6501635325176437, 0.19964801918133412, 0.5833204782437709, 0.6774346844463005, 0.9972350715875868, 0.030541978149738358]"
545,Node_545,"[0.09124239411372093, 0.0770266963712315, 0.39836128626674006, 0.8215883614858137, 0.8440563327871357, 0.7369795957211517, 0.8968782418299477, 0.3228599441694525]"
546,Node_546,"[0.08815464425229913, 0.058153027989850115, 0.8521327196193863, 0.7304362943536913, 0.6986153060111209, 0.3396763385456688, 0.3799051886182262, 0.9581135288993192]"
547,Node_547,"[0.06380474409793502, 0.7737317369377926, 0.30963332370839314, 0.039054618412556086, 0.742570110742456, 0.3309118856783746, 0.7221475187427966, 0.7076543831181201]"
548,Node_548,"[0.5347868754331151, 0.7773731292105488, 0.5810383241712435, 0.2866368528482607, 0.734115301064419, 0.5891398158777236, 0.012727281689920544, 0.9016441777703094]"
549,Node_549,"[0.5456436183243134, 0.8686272654795317, 0.8827368389822446, 0.4449666567350885, 0.5076599964512309, 0.4157543876756019, 0.4494367753080455, 0.8951471589717278]"
550,Node_550,"[0.788144013967911, 0.12652567631557798, 0.6103077815400959, 0.9959066403863422, 0.5955507012324858, 0.7858716255931055, 0.7690614733811709, 0.35031752587232856]"
551,Node_551,"[0.3718493027039589, 0.7240764217904032, 0.4999835316048351, 0.570570709130388, 0.7129057903648376, 0.7775750270390502, 0.27151657773307136, 0.14679375943696293]"
552,Node_552,"[0.29179464672372524, 0.5075383250920755, 0.3421413172970391, 0.5683627588475938, 0.053465724125628444, 0.5097504116137672, 0.3679849069377079, 0.5346667548928824]"
553,Node_553,"[0.4225333548849768, 0.28422585063754247, 0.9041079054576358, 0.1847649884213569, 0.6813655755805597, 0.9246447125824141, 0.5386699596854331, 0.8764084885794821]"
554,Node_554,"[0.12485147843328437, 0.4937887702564081, 0.4570252804809394, 0.008118807036994857, 0.4432573413593345, 0.36902975638259783, 0.6697987277746154, 0.9383297785765186]"
555,Node_555,"[0.08579108826203652, 0.3274763867146231, 0.4440647373942519, 0.4551853780343833, 0.7748097208422537, 0.4433956658334408, 0.027161301453653364, 0.7101040945928313]"
556,Node_556,"[0.8848296951456717, 0.5139047125496728, 0.5811085216985054, 0.16293643896904608, 0.22064594467895704, 0.23517023912461177, 0.4307419748812953, 0.9281452208956421]"
557,Node_557,"[0.521784766714886, 0.19209764520135264, 0.2660877358689496, 0.38401502972718426, 0.6232589756927994, 0.44003315300400536, 0.39244484417692493, 0.5647286003989948]"
558,Node_558,"[0.24183499495446548, 0.07890327258458218, 0.024414314822222116, 0.25125916346712707, 0.0915920341444687, 0.3363406385207668, 0.7729335403597556, 0.7162943304868383]"
559,Node_559,"[0.6109276227880288, 0.8525002438794788, 0.2820676245442767, 0.8850537530299657, 0.39923916966917916, 0.40089331826662655, 0.4053516136255215, 0.09809436624098145]"
560,Node_560,"[0.9754904983310557, 0.1385067778251592, 0.3408857244691845, 0.31930032032675715, 0.07467943281670963, 0.15226013011187667, 0.044858336185385816, 0.29240449356051346]"
561,Node_561,"[0.8666569240289065, 0.3394422057373845, 0.12369183206737921, 0.645693868383918, 0.9966009120549105, 0.23232378953192756, 0.27957100537056945, 0.9718470542807885]"
562,Node_562,"[0.17877628755048713, 0.5112140674591639, 0.2396521330160949, 0.9323518979012438, 0.981521014576294, 0.8146978461200154, 0.31478381581281056, 0.403487475280505]"
563,Node_563,"[0.24230568366642136, 0.8907579670089915, 0.9145582776881581, 0.4188706622460472, 0.6565330699030019, 0.16555317977469386, 0.434935900363409, 0.6314991066734976]"
564,Node_564,"[0.38540311851801956, 0.3575995256864599, 0.0009989922669426665, 0.8042934637771141, 0.8893376120214482, 0.9694635295458321, 0.7192713850692155, 0.5487923123698846]"
565,Node_565,"[0.2692845198087094, 0.9992994759634984, 0.5897528545321056, 0.6811540723304462, 0.6824061619553177, 0.8452517957571815, 0.00967253884691921, 0.22024694043137183]"
566,Node_566,"[0.665534000170014, 0.8951457368245678, 0.6853387819213562, 0.41349129149368014, 0.3615554958702616, 0.7379480082833204, 0.7412376971371935, 0.6070579925056904]"
567,Node_567,"[0.29146702409733705, 0.9251548183905436, 0.5518799421186391, 0.7904923562483306, 0.21430826216183163, 0.34404078861472787, 0.8745795163873424, 0.050107029939968406]"
568,Node_568,"[0.5123153112566621, 0.481705479844009, 0.7512301889080821, 0.2818937705993324, 0.21906682185959947, 0.9261328387732337, 0.5717096519584648, 0.1046895682836545]"
569,Node_569,"[0.19303616221432107, 0.9988260595142483, 0.1956089962521924, 0.6104755113536787, 0.4201280789956181, 0.8855990948498353, 0.7551685922953277, 0.5969513962618158]"
570,Node_570,"[0.010738981797982494, 0.8797952074934596, 0.44466747083871627, 0.9315776530185765, 0.4955390128542012, 0.6942244891827255, 0.06929264946664215, 0.7451516535267858]"
571,Node_571,"[0.3379960313119229, 0.35135901433178085, 0.11865584470938995, 0.14685714864020227, 0.18575905620621014, 0.3282061685714224, 0.8919699127756054, 0.36826023823008047]"
572,Node_572,"[0.7243627065632184, 0.0827475038898714, 0.5910987992719926, 0.48189123127043954, 0.9779579469545046, 0.846207769878963, 0.45482977243864975, 0.7751427640453388]"
573,Node_573,"[0.19303874129377752, 0.5623363273917781, 0.07461905556870818, 0.3480890322516831, 0.2258621816221703, 0.7189098153252109, 0.49009069121436144, 0.7510704788480105]"
574,Node_574,"[0.5152954376314456, 0.08648444215163853, 0.7353676497325268, 0.8332292639878056, 0.9035312259127926, 0.5719919453067082, 0.7535853589994951, 0.7520443368826271]"
575,Node_575,"[0.15574975979894434, 0.16422068745957075, 0.07088550580912611, 0.31991363514030147, 0.4735085877410645, 0.9978978527542169, 0.4309933420681695, 0.7262425885073709]"
576,Node_576,"[0.6933970262725346, 0.20448195025057958, 0.05850715144943641, 0.5460067515335875, 0.7003055923144761, 0.998251790186256, 0.35861105228117074, 0.8963645620810967]"
577,Node_577,"[0.38193245586918645, 0.6894117084305128, 0.598252930517052, 0.052978793302596916, 0.0783884269702585, 0.020764089724460977, 0.3708340845939895, 0.7458010487660107]"
578,Node_578,"[0.1727553939907227, 0.6058529683838958, 0.2888277800310779, 0.7969926239790721, 0.7983961490029909, 0.7754145149664236, 0.5248335138013768, 0.2845667100798517]"
579,Node_579,"[0.8094440438786346, 0.18610056193924152, 0.289759602028656, 0.18394770616062162, 0.6742101603876477, 0.6862360281158181, 0.652509992786753, 0.4156014668646678]"
580,Node_580,"[0.10017100720143324, 0.9111695845150212, 0.5077309640122382, 0.4069721949110915, 0.5888248932482932, 0.19279043581910582, 0.1325487791048744, 0.40552522145794356]"
581,Node_581,"[0.22722069409991053, 0.24429029453716455, 0.8925114877785294, 0.5307591771858249, 0.4834690643233511, 0.6894795937285974, 0.9515481136767396, 0.11219856447056409]"
582,Node_582,"[0.8335345671092572, 0.5840191798678459, 0.14616535381183726, 0.29714931868899164, 0.4823614164647395, 0.691177144577423, 0.24260701695345221, 0.5348788154675899]"
583,Node_583,"[0.6846716274158617, 0.4487407508475062, 0.8630259611201758, 0.8694591028404044, 0.47069121764044575, 0.9729257104088996, 0.07558509240544731, 0.003362378322936621]"
584,Node_584,"[0.38066826380391905, 0.6010970613725093, 0.6292001574496608, 0.4764457362938286, 0.12488331324064617, 0.17049752178789424, 0.8521479838520092, 0.8679111317392613]"
585,Node_585,"[0.6738985378607202, 0.6642179722788824, 0.5976821280278075, 0.20292588570198822, 0.4282507002599032, 0.6958946514633787, 0.5372522720033387, 0.01858033405509918]"
586,Node_586,"[0.9535568067200983, 0.8448160525721434, 0.26054501410973785, 0.6164589351662961, 0.9232393837281877, 0.09601101211365137, 0.5030294807967006, 0.4562430258462945]"
587,Node_587,"[0.4102050052835323, 0.835588608892925, 0.38064614669745733, 0.06366333324100759, 0.06583774216430249, 0.042744606524608986, 0.40914542187403724, 0.71840627769836]"
588,Node_588,"[0.20372246193051546, 0.6464685204315495, 0.6870884721037042, 0.25520212401559794, 0.6005576560606293, 0.6848683400268474, 0.4666136228021257, 0.33671659728009506]"
589,Node_589,"[0.6191515515743273, 0.9778470873280569, 0.4268414093689781, 0.39173509628512104, 0.46426690242611335, 0.07621839344504822, 0.55316327967139, 0.3286973872172636]"
590,Node_590,"[0.12142212233126248, 0.46625674111737336, 0.0033839865739774266, 0.40178524516275893, 0.1057352679264505, 0.02429270339978029, 0.8244750462445021, 0.9162488032826348]"
591,Node_591,"[0.20767464835910665, 0.5392982638342613, 0.27795815713098493, 0.4935774386721822, 0.43663132089416024, 0.26905105508048566, 0.7003935796352977, 0.12649095932025423]"
592,Node_592,"[0.05307278217136713, 0.7676754330372791, 0.6659300312206798, 0.49852612414639796, 0.46778977047254156, 0.4974113794914262, 0.4370240760986729, 0.39289229583117913]"
593,Node_593,"[0.4996906028861203, 0.5285151711597604, 0.6919023140836209, 0.7112071607340226, 0.3776290801401446, 0.41354052274348874, 0.373697169736223, 0.5365357736257104]"
594,Node_594,"[0.4533535379141953, 0.8895964631361936, 0.6963612669164726, 0.8986563837544456, 0.7091369915594256, 0.9709921485238141, 0.6357367782552691, 0.9635501381630547]"
595,Node_595,"[0.15816989040942608, 0.05247768082940385, 0.5791251852038592, 0.9834932057997748, 0.4176052473023968, 0.2120433621929596, 0.521541449193514, 0.6487986245788886]"
596,Node_596,"[0.31517869551588895, 0.7147693584992595, 0.9751145070457258, 0.8969631217106169, 0.29158537351219527, 0.3267236831445983, 0.3715412244495886, 0.39455277839364533]"
597,Node_597,"[0.10031949919327943, 0.7619628388892893, 0.36533926361070046, 0.8798199767054522, 0.9269406231201087, 0.02443130930768811, 0.9885030699282062, 0.7100227315001846]"
598,Node_598,"[0.5203922259929623, 0.3895276083725533, 0.5185181326097129, 0.32462472397844444, 0.6226878136965482, 0.09298027644479123, 0.6211226029118102, 0.2753448501384441]"
599,Node_599,"[0.017634829052346368, 0.5527057661628776, 0.5784477558526964, 0.426569004711536, 0.07228623255031685, 0.8933429528041915, 0.6114308072278889, 0.11571329956896959]"
600,Node_600,"[0.5109305765941476, 0.49725431594847147, 0.06040186879292697, 0.6068597036029475, 0.8083263989215644, 0.7490080542484782, 0.20296941416418335, 0.8622925295542114]"
601,Node_601,"[0.3425421656593509, 0.9465083782919413, 0.07174796422571372, 0.48620868851984267, 0.5971243771775492, 0.24765009847460473, 0.7713801887202277, 0.626895679810717]"
602,Node_602,"[0.018109437287955554, 0.6083685906962358, 0.4914782344184464, 0.19602920170350768, 0.9957482270595296, 0.897162194827615, 0.2925076950290635, 0.5410709207986163]"
603,Node_603,"[0.31650213991029075, 0.7754957516360781, 0.9303314331964551, 0.35882860691438356, 0.8055842491436275, 0.49840754271320487, 0.3965785613115773, 0.9384218520987698]"
604,Node_604,"[0.5104046887190314, 0.4674105002574649, 0.672434401962343, 0.26123420101828443, 0.32479287078831576, 0.9320458362386227, 0.6785298454369424, 0.8266371477710056]"
605,Node_605,"[0.27111176193542963, 0.543790189929872, 0.9713962669894982, 0.3187038990282176, 0.16047647631704187, 0.510886008224664, 0.3878210887248762, 0.15957723278671354]"
606,Node_606,"[0.888551382703368, 0.9907239105537778, 0.5685821806899978, 0.774676768373454, 0.8590383695462995, 0.7009820060218269, 0.04415604911173121, 0.15763423171681779]"
607,Node_607,"[0.07098919115138647, 0.00987960664205656, 0.30599640875723655, 0.39235596048155974, 0.24102973233592573, 0.06460464808632094, 0.5298630908366776, 0.27331931995714165]"
608,Node_608,"[0.7960371548635623, 0.008052621625281198, 0.8425270512876103, 0.954753678945957, 0.7161350631535696, 0.7336440652625665, 0.9335623116027332, 0.20907128530034913]"
609,Node_609,"[0.9945655682085767, 0.7734812033785419, 0.7265707083277937, 0.36109057899529273, 0.5457774854056106, 0.653917788273347, 0.6203428613172159, 0.7049846384775807]"
610,Node_610,"[0.08238173907841062, 0.3556484328316968, 0.43400001659547716, 0.26062929787496647, 0.17262727026922375, 0.1389274799128628, 0.3663833922565851, 0.49344170056256587]"
611,Node_611,"[0.0629764401466607, 0.9464580945905495, 0.7652433228607584, 0.7308517731854666, 0.17286052498872695, 0.603800768012189, 0.5297249468086674, 0.9824688457866938]"
612,Node_612,"[0.747671770080158, 0.5757618837162312, 0.8508126664701222, 0.15509427086070948, 0.015216529690977199, 0.6902333334145232, 0.09831146023723747, 0.1154336399835092]"
613,Node_613,"[0.7446807264245305, 0.2705348441339891, 0.6286312155688929, 0.9174069260927484, 0.3164745316378583, 0.2171441578399188, 0.10656288374105172, 0.13046236141972611]"
614,Node_614,"[0.06222269537884273, 0.08764237882974013, 0.43200458880915393, 0.32086504502396973, 0.706560814322998, 0.8702416582470018, 0.7847732031423843, 0.5306372566656522]"
615,Node_615,"[0.10244211623265342, 0.7097672839415535, 0.36282872472687355, 0.08565039391541018, 0.8424664072126257, 0.33821651718250556, 0.21824883251157134, 0.8714520646188432]"
616,Node_616,"[0.9021338684470049, 0.33897083719155985, 0.35480141928137343, 0.5796285275831441, 0.7334414938106582, 0.06314920190686346, 0.5933436571884717, 0.9528200617835816]"
617,Node_617,"[0.2620938971799537, 0.9088272140969338, 0.9501683407630936, 0.26915364097108974, 0.7542018658853505, 0.23877500831956, 0.7376111617321327, 0.7974199712888259]"
618,Node_618,"[0.24720570371064943, 0.715869543583235, 0.8121045388640898, 0.35857887210691175, 0.16770277598972694, 0.09196456731751357, 0.5753817036099419, 0.9780981193157132]"
619,Node_619,"[0.8229503200222161, 0.4358396389345528, 0.5366209028549586, 0.27952788541181894, 0.16306586736006357, 0.48208115823227327, 0.4635015661671852, 0.5219299528037602]"
620,Node_620,"[0.9528045855639408, 0.6038953001447722, 0.6057718366223738, 0.12802476286107678, 0.9964888661768204, 0.7728449442346685, 0.8772033440940048, 0.4143004118309941]"
621,Node_621,"[0.5021280957856249, 0.5220838091622765, 0.19409453928960518, 0.6894891563269572, 0.9029767236174566, 0.163705818138419, 0.0863182734861645, 0.7382189055403422]"
622,Node_622,"[0.27320183167298207, 0.6238625416173293, 0.6957583379921807, 0.3219107635818218, 0.8151445974257844, 0.5499889821142169, 0.8689994079518027, 0.7632935525589475]"
623,Node_623,"[0.8685756320374538, 0.02016138211789409, 0.24350626073859472, 0.09000794044593863, 0.44208301718934917, 0.8899601216153182, 0.4675402622668692, 0.8497130445803941]"
624,Node_624,"[0.3271782380193179, 0.3395700728052524, 0.8955617303268776, 0.42581714651170155, 0.7897654877946664, 0.23664354788190134, 0.9488008296776355, 0.5745782465305711]"
625,Node_625,"[0.7593235685784019, 0.0895156997948855, 0.4926642258305287, 0.9010384977340232, 0.8770386290433045, 0.04681395723422754, 0.3036984691289467, 0.4433200064790801]"
626,Node_626,"[0.17226481435578822, 0.7299983109899704, 0.18451199559871156, 0.3466396943698862, 0.6632806368578182, 0.48208934452447993, 0.7385710386348938, 0.9612079012228597]"
627,Node_627,"[0.1165466877151975, 0.7095677163980609, 0.23034415563211452, 0.41447672740756925, 0.032862725795139824, 0.13590738229269894, 0.3197772890488997, 0.34198580528798495]"
628,Node_628,"[0.8995852164620958, 0.7418129092665151, 0.9721829681870411, 0.5990715103352405, 0.24171373209131797, 0.32765502992164286, 0.3198359232919671, 0.3264943276632516]"
629,Node_629,"[0.6729641731118157, 0.5308079280904162, 0.3854241780866443, 0.1490897687287166, 0.022139162942145907, 0.2188346775876926, 0.10747140396868127, 0.7854450308522394]"
630,Node_630,"[0.11249795781388539, 0.7242282373068362, 0.38565868977608264, 0.07337838974377597, 0.8127300494315858, 0.5796305702366134, 0.23576151286357305, 0.8946811743326679]"
631,Node_631,"[0.04525831387055146, 0.2018196081977629, 0.752046927805861, 0.7093779303098892, 0.28927169372447803, 0.062024875352783115, 0.8580780722249438, 0.3136976380699026]"
632,Node_632,"[0.19571341492826522, 0.5160618223609771, 0.9102271992824473, 0.043546577843375345, 0.7658040880308877, 0.5724732279387089, 0.42544911655181694, 0.74408044410506]"
633,Node_633,"[0.9658244244416323, 0.22920621116269102, 0.14364736507211961, 0.912881745222697, 0.6689530774573037, 0.437986021561966, 0.5732595702642831, 0.745613905176244]"
634,Node_634,"[0.7730318987057172, 0.9198941808189646, 0.42684278889562266, 0.293410910019395, 0.6396642667898419, 0.41572789927953036, 0.5945984539489779, 0.4199857984559502]"
635,Node_635,"[0.15299578667817448, 0.4694267516589584, 0.6909178219410328, 0.7992838076676498, 0.49332627679654684, 0.16523789021040092, 0.4146877096494316, 0.7862939288416982]"
636,Node_636,"[0.41285927061707284, 0.6965307936042223, 0.5072136816780898, 0.2412231251093967, 0.7961505080230743, 0.08421345407068703, 0.5248902827551506, 0.20889103424340494]"
637,Node_637,"[0.06706562854137565, 0.5029339370832488, 0.4995621559349236, 0.7069009016757208, 0.7447506930519049, 0.7277914886928968, 0.40955873291675504, 0.6316897872265625]"
638,Node_638,"[0.5769452426439603, 0.4215617561169196, 0.5972126941859932, 0.9472478767062625, 0.19289374368137735, 0.9057720957855263, 0.053455513983198366, 0.30838921290166066]"
639,Node_639,"[0.28814524861152824, 0.6263651078809057, 0.13122495177729032, 0.8823476118397537, 0.8285514084650413, 0.6520658196852778, 0.45841383179219775, 0.9329560421420784]"
640,Node_640,"[0.8307465547205559, 0.4993151480812449, 0.7018733544543112, 0.5669299521796846, 0.5879422383882645, 0.33097606943747127, 0.46208460462489676, 0.0781214307897442]"
641,Node_641,"[0.3573486916645925, 0.695828515362152, 0.9532160305061863, 0.9630641127630203, 0.5557228691248917, 0.6066222518095821, 0.1857211855009675, 0.6953081080935307]"
642,Node_642,"[0.07065879267438624, 0.28468568579944453, 0.6683633472854422, 0.3103101315434893, 0.04984687411445432, 0.8318704093509638, 0.31033000713456305, 0.06310522485867842]"
643,Node_643,"[0.07478816450286518, 0.2517587987887536, 0.17801594722152625, 0.7743001177801508, 0.32168404666703443, 0.8046957850398325, 0.1738459978231528, 0.4928791795440838]"
644,Node_644,"[0.6880371335531288, 0.6519908538658549, 0.6011294099302688, 0.9248216019311698, 0.22852514770674437, 0.4937192044621054, 0.8839925500724087, 0.07789376559515704]"
645,Node_645,"[0.055888268253075246, 0.2333022875582914, 0.6330212195380185, 0.2598796264498069, 0.19023988380879897, 0.4588023153582921, 0.6135980687694115, 0.2485577070167404]"
646,Node_646,"[0.30069118672374207, 0.6135593048115139, 0.9457384219894527, 0.6747417274380882, 0.78290414358456, 0.3668100947554688, 0.27225435938446607, 0.45426774320262253]"
647,Node_647,"[0.8071328287116737, 0.4562996417905558, 0.846725408789861, 0.9887719806951271, 0.07202666573033634, 0.04541015608370369, 0.14958970291336182, 0.3843696757343462]"
648,Node_648,"[0.1310422091454324, 0.870664477618756, 0.023146251027063802, 0.3157927163358225, 0.18469462949420534, 0.9315393301575323, 0.6694810048900279, 0.9120302564513745]"
649,Node_649,"[0.9723287103103934, 0.4970982436773692, 0.23431910804802625, 0.1937287861965893, 0.22291886168584052, 0.7085933076220029, 0.040445728123000735, 0.051361073032714866]"
650,Node_650,"[0.60814294238315, 0.6420571467374065, 0.66526292432246, 0.37188050458859123, 0.8059448887141532, 0.5336245877266176, 0.10546563000941944, 0.7970993070673452]"
651,Node_651,"[0.9530677862704583, 0.06003631300235868, 0.3913513387005799, 0.48751604483474764, 0.14647076007831694, 0.8677089477828771, 0.284149644890044, 0.7830085399381601]"
652,Node_652,"[0.670994482028316, 0.5980458224670234, 0.1921428486965544, 0.2207035205509057, 0.04734840474656932, 0.24071242978226637, 0.3454436094605141, 0.8331453038624254]"
653,Node_653,"[0.3663926667148053, 0.7546217827656064, 0.43944228129548757, 0.7848683119938884, 0.9762716004370399, 0.23984155805758012, 0.8623416119638762, 0.6218240863057747]"
654,Node_654,"[0.8172942615886548, 0.6515859022678052, 0.42394950727415015, 0.22807493944179036, 0.07003522533116502, 0.535518364460717, 0.9903260945268656, 0.7380418050142062]"
655,Node_655,"[0.3273455413990166, 0.8272048000867352, 0.7689840001764066, 0.2816357933534568, 0.014307489794234685, 0.1181626385339496, 0.8773061903120576, 0.8365630353048717]"
656,Node_656,"[0.29520900087836244, 0.2851954262844204, 0.7928649871024711, 0.9377374698954221, 0.7791372567975999, 0.6055786770307615, 0.24267135033180454, 0.5257479140952607]"
657,Node_657,"[0.23351185859326462, 0.8080114200967736, 0.3869610795177373, 0.8336972169940262, 0.3816092179827253, 0.8241494051998913, 0.33331781516524195, 0.44013270461766985]"
658,Node_658,"[0.6154884193426575, 0.07028761402991868, 0.9482070618154644, 0.5736057861238032, 0.5078200146908023, 0.8393939711199121, 0.8657627298968276, 0.522260404529016]"
659,Node_659,"[0.9272623257936373, 0.06473776607648063, 0.11322579225121754, 0.5967882300144401, 0.3540658617935837, 0.46422516618919885, 0.32807921789716654, 0.4047253114449356]"
660,Node_660,"[0.8226463471462995, 0.5934761998543047, 0.9973445492834982, 0.7868791978209629, 0.27366625410182666, 0.2643451177266962, 0.3358982701170071, 0.8432594806477427]"
661,Node_661,"[0.027287650650565598, 0.23018127887125772, 0.904918420344267, 0.639896436083252, 0.22684709550105642, 0.21914496823258034, 0.8626181017594305, 0.8937575082770465]"
662,Node_662,"[0.2561310909621153, 0.42051035807653225, 0.8345957386283172, 0.7710074386098854, 0.8139161065660845, 0.5183981907879688, 0.9115490483051731, 0.32595154395443526]"
663,Node_663,"[0.15667213434751803, 0.7087323325648648, 0.5393544160068964, 0.854585768809481, 0.08115924912471495, 0.8436924034380668, 0.2932946532088222, 0.654855667168183]"
664,Node_664,"[0.04012878907825579, 0.6095812963036007, 0.717271689187336, 0.3687502145056203, 0.21541070526214023, 0.537630676603545, 0.8331908044356465, 0.3235473582966508]"
665,Node_665,"[0.25246929752127956, 0.2789353086376877, 0.9491321529166644, 0.35927691576455967, 0.003604239888287175, 0.7816812079596197, 0.6992747953353902, 0.12856826460296888]"
666,Node_666,"[0.9849042491349125, 0.6080622853051112, 0.5007794909406015, 0.38221926762289105, 0.8986727555636379, 0.24396348141856328, 0.28576890021990187, 0.1224108066865669]"
667,Node_667,"[0.75911909558426, 0.5955492804058533, 0.6090661692544983, 0.21847043101946362, 0.6511683891270839, 0.765458447246864, 0.35788853072568927, 0.8013471439617122]"
668,Node_668,"[0.34879058853202094, 0.7581384615092877, 0.03373010745771898, 0.5511646014736526, 0.9695265606398866, 0.9812446006823907, 0.2817525783417406, 0.44139909108035547]"
669,Node_669,"[0.06297790798663305, 0.8733413076045997, 0.5685721531402141, 0.385100678940517, 0.11277055848915307, 0.9467672854968892, 0.5302190478209937, 0.2829279290829039]"
670,Node_670,"[0.3502151301315095, 0.2706971809221477, 0.6018098088569807, 0.9299635757805099, 0.8566938033265644, 0.4603808754259775, 0.8264993623010078, 0.42310548127632985]"
671,Node_671,"[0.252307140758638, 0.9834151152664279, 0.30388756797082184, 0.3237242309869084, 0.9896928677865222, 0.1339274931656549, 0.7605339880096951, 0.9358127584827265]"
672,Node_672,"[0.5117949942754186, 0.0025217617028200356, 0.37505894411310625, 0.11156899238482709, 0.41618766093369575, 0.7900267616422847, 0.4387115488838005, 0.43192512134592254]"
673,Node_673,"[0.5567894769188466, 0.5816905847476802, 0.8562963087989713, 0.3083554392289515, 0.821671264368016, 0.5659337486920473, 0.30052954971714696, 0.2951260440060771]"
674,Node_674,"[0.3611375171057245, 0.6226932426199755, 0.23081173135994915, 0.9203335616722674, 0.5749125841779004, 0.9200157769960068, 0.0464043585791547, 0.3426113704614734]"
675,Node_675,"[0.022807660687623077, 0.2722518150979698, 0.8620064722685882, 0.03660971584220085, 0.43614709991574485, 0.11756707047322779, 0.41684065926036773, 0.8388515842643773]"
676,Node_676,"[0.6230710334025191, 0.7367563453314232, 0.349104115449581, 0.9443976950101415, 0.7092620937795001, 0.4217988192845309, 0.4264648002270549, 0.9186841779432976]"
677,Node_677,"[0.5764046934353918, 0.7063792099030417, 0.41703522451317077, 0.2236927647647141, 0.7235592919944186, 0.6078237721413878, 0.5013428804247794, 0.6240209399944638]"
678,Node_678,"[0.20828558606423364, 0.7939387065319563, 0.9481628050203058, 0.8911031441677028, 0.32143574530701713, 0.4060057732820759, 0.8084022997975612, 0.5951171308246038]"
679,Node_679,"[0.5479144436766492, 0.9266419675334452, 0.5360249609770508, 0.5149386795873099, 0.04201859126635965, 0.06941695859013763, 0.007420307880650179, 0.9132442257836336]"
680,Node_680,"[0.40838666001770063, 0.46856137613341253, 0.845386947592462, 0.6092463103757779, 0.6095015963905811, 0.29653442935481245, 0.8339083739245192, 0.1658299760394938]"
681,Node_681,"[0.0531495921729479, 0.1916033575185323, 0.2677372187745647, 0.28231105785420674, 0.6705135986187676, 0.21782458732864352, 0.6766583044949845, 0.09113217323379974]"
682,Node_682,"[0.14720246109790902, 0.508821448490995, 0.9218958025766426, 0.859567588811114, 0.9687534424428031, 0.6504790652781709, 0.675814866416092, 0.625022998931492]"
683,Node_683,"[0.6228189228581973, 0.14712034506758465, 0.5437389561639286, 0.38606793345172574, 0.44253721577729344, 0.5236005730592374, 0.1283961718022516, 0.35948773385211985]"
684,Node_684,"[0.06344956087660358, 0.9796681304223991, 0.11852802882012614, 0.2585247385449545, 0.8912929267033972, 0.4827100462391418, 0.1356372015206303, 0.3842305380393489]"
